"epoch","stage","start_sample","end_sample","delta_power","theta_power","alpha_power","sigma_power","beta_power"
275,"N3",822001,825000,176299.830121393,18631.6342918892,7242.5709941579,3648.2313116113,9012.747504376
276,"N3",825001,828000,415737.273902543,25401.1727599504,11062.8473226033,5243.9958505289,13826.0162326837
277,"N3",828001,831000,291814.401014429,25919.0581642657,8922.7747551494,5142.8788534415,14983.8475288423
278,"N3",831001,834000,111563.47760386,17390.4254296408,6152.4064022606,3089.4273041312,8541.7778347026
279,"N3",834001,837000,83559.7065724245,14747.5513008589,6282.9470206315,2829.9210277736,8446.5493748119
280,"N3",837001,840000,340872.591019063,21129.4176546459,7899.0938584489,3438.4232070451,9617.8345930929
281,"N3",840001,843000,321465.259392086,25492.8101521258,10185.5765080074,4945.4655334944,14943.5377709207
282,"N3",843001,846000,422738.270375923,19177.506266486,7841.5085501508,3578.4636344468,7809.5924772793
283,"N3",846001,849000,396226.682588174,23649.0656702596,9782.1734551175,4476.1831754436,11718.0937126066
284,"N3",849001,852000,393857.561720292,24106.3360343956,8416.0932259708,4957.9881591335,12166.6743023351
285,"N1",852001,855000,340428.914729697,31050.7653130714,8985.3345664171,4081.5054314144,8022.1489254966
286,"N3",855001,858000,340724.303138125,28062.6032492432,7449.3137910999,3471.1340274843,8229.2211464136
287,"N3",858001,861000,371817.460409598,24194.0756161897,8615.2340886749,3782.2975891981,10868.5949464692
288,"N3",861001,864000,292083.687010197,25800.4550566763,8915.0979914276,4979.9650400116,12652.9923078537
289,"N3",864001,867000,250495.884443156,31891.283257706,6642.3127764019,2805.8481468705,6452.6662588235
290,"N3",867001,870000,326269.993901119,24298.5510205588,7622.577703821,4011.246431098,9210.5561780505
291,"N1",870001,873000,271119.567505241,32576.2251338033,8981.5029666607,4468.0850039319,9820.6359249552
292,"N3",873001,876000,413938.017454124,35463.8214184909,13055.663511663,6191.4814402011,17255.3797083552
293,"N1",876001,879000,462624.293090175,36010.2760306836,11584.0269447157,7633.6660150174,20063.3509665152
294,"N3",879001,882000,306358.671172576,33048.5816555268,11104.0076630122,5603.0558592023,12096.1751980759
295,"N1",882001,885000,156016.698922947,18802.2258588305,7773.4984964118,3687.1760982792,9864.0987108432
296,"N3",885001,888000,131899.857148349,17744.7485425478,6437.2586588755,3248.3894749867,8619.7823550147
297,"N1",888001,891000,428725.283030624,37016.955512503,11808.4927895525,5166.9521750391,12568.8960029022
298,"N3",891001,894000,323687.728081338,25965.3000874394,9483.3249633811,4409.920994793,11228.3861603989
299,"N3",894001,897000,213279.171346454,25213.1001158581,8343.5365031371,4403.1375896519,9523.1262977307
300,"N1",897001,9e+05,405845.429078716,45645.1573014907,21031.2606514989,11709.6855762756,32347.7176045936
301,"N3",900001,903000,433362.791113763,54553.9817112891,23313.6736383586,12254.0849666144,40127.2612958911
302,"N3",903001,906000,341258.801527159,39911.8456257888,20992.8251883858,11080.2622598673,32246.1957340391
303,"N3",906001,909000,733488.728580699,51439.6610617772,22966.4822422448,13282.9419572324,43279.6705268885
304,"N1",909001,912000,404676.224329267,33908.3548471036,11784.6394633575,5927.3010164205,13560.1429419678
305,"N3",912001,915000,528556.0139997,48121.0254457717,13284.0972912832,6509.3013708091,15058.7971042827
306,"N3",915001,918000,437502.4422837,38850.3233731896,13841.9366215635,7722.4483657944,16034.6412883101
307,"N3",918001,921000,350817.171237965,34723.5177816328,13052.0136123363,7147.8136033794,21093.6968568305
308,"N3",921001,924000,352336.47185475,38909.2509500565,16783.2660570343,8302.6189262248,24276.4767953566
309,"N3",924001,927000,367671.808369554,39748.2970748787,14374.526333246,6683.4398475146,15098.100927981
310,"N3",927001,930000,322885.102565036,34515.3915265899,12657.4061914154,6333.4280155118,17884.7322926939
311,"N3",930001,933000,273714.043179501,24639.2266609087,10779.5248771245,5176.2534934783,12798.3711739379
312,"N3",933001,936000,223033.059915741,32875.2778515483,10948.4808903625,5599.1005332098,14946.8041447015
313,"N3",936001,939000,306294.460839517,30118.4482065099,10776.563917758,5260.0709041971,13280.2618783126
314,"N3",939001,942000,386833.388849103,40734.183198906,13795.9688887395,7275.070925326,17482.0079012066
315,"N1",942001,945000,255161.08520317,26961.8784245712,10706.4241220792,6926.9647382157,19178.5127621991
316,"N3",945001,948000,275337.6311021,32512.3024329238,12557.0907241,6337.4697598757,19735.6437390039
317,"N3",948001,951000,244907.050183737,26110.2416396783,9027.6435481945,5170.4054814013,14329.0475312626
318,"N3",951001,954000,368132.3907675,28557.1102710906,7921.8254637012,4830.5435720146,13521.0749790212
319,"N3",954001,957000,336613.223614732,24394.6877850626,11638.3314271096,5605.0541264794,15913.1096836009
320,"N3",957001,960000,171832.765123469,24319.7968042622,10236.1679682996,5181.8276498745,16175.8347856199
321,"N1",960001,963000,149619.86983507,20609.7121241126,8550.3202654477,5342.1428269663,15322.4788422603
322,"N1",963001,966000,84072.888290688,23904.0985622824,9088.3991333582,5379.3638732225,18066.0122867447
323,"N1",966001,969000,105345.95276875,24298.0956757381,6665.9168396283,4336.8024067443,15754.8945386038
324,"N3",969001,972000,207944.629909671,26940.5955192171,9882.7728293851,5624.3982872756,18859.9517934696
325,"N3",972001,975000,217950.668761552,23684.7846065503,10913.8182282578,5756.6700338482,19886.5943111953
326,"N3",975001,978000,106511.784808867,20714.1285969878,8245.9641056372,4246.1827799137,12957.2177191438
327,"N3",978001,981000,195913.962242084,25419.3321163606,10463.7806190144,6071.1940070951,16681.9096275921
328,"N3",981001,984000,357036.796462744,26537.286227453,10366.3363325462,5901.5204695087,13735.0361996746
329,"N3",984001,987000,261585.073357894,37886.3766473032,19112.1776983479,10764.8110187899,33987.9010865243
330,"N3",987001,990000,379597.638828894,40564.614431675,13621.8702013489,6556.9975666716,17704.1224484266
331,"N3",990001,993000,343974.605172046,32338.2303570638,11114.4102682208,5565.3342262755,14911.1200936359
332,"N3",993001,996000,165596.549754592,18660.4875308773,8168.8837249794,4033.1771339856,10582.0384928613
333,"N3",996001,999000,346764.538051207,27100.6366603343,13504.4939510463,8246.4097279898,22182.5439538791
334,"N3",999001,1002000,390178.040164025,42007.0018565748,12970.3348192122,5869.0916019137,12764.3525553988
335,"N3",1002001,1005000,358827.491388065,33456.2129268418,11519.8729575396,5431.597498712,15051.6175658835
336,"N3",1005001,1008000,347255.105077741,39196.5572367107,10583.6138975131,5649.797383002,15067.6470164579
337,"N3",1008001,1011000,378500.529858046,34591.1060865965,13906.4175420013,5634.2331226092,17493.7297256558
338,"N3",1011001,1014000,409314.076431667,36261.7510222183,14356.513996005,7370.9724712532,24078.6290554158
339,"N3",1014001,1017000,489699.344982858,42103.7142858801,14458.8764423947,7407.2450185238,22250.5399243124
340,"N3",1017001,1020000,370032.390607771,39985.345978454,13776.9305437068,7683.7976311046,18682.5816420969
341,"N3",1020001,1023000,535437.63954279,42998.6813667063,20340.2877911283,10786.7713574829,32327.2665355798
342,"N1",1023001,1026000,360005.389310463,49199.1552032546,17011.6489599891,8148.7067462049,18567.8679671408
343,"N3",1026001,1029000,364876.798628749,54197.8405493703,13117.1107113693,6664.6375611259,15701.9271852749
344,"N3",1029001,1032000,548069.632298214,41555.6791842402,15676.1914859948,6608.1127064738,16046.6133476418
345,"N3",1032001,1035000,246010.458594233,23349.5559544344,12608.0023273615,5811.6128025309,16605.5344997705
346,"N3",1035001,1038000,249769.005811829,23278.1536694895,10212.9002538114,5808.8739233615,16236.7717607073
347,"N3",1038001,1041000,336196.740974625,21438.021364879,10957.5253951335,6561.2191581157,19129.2302269081
348,"N3",1041001,1044000,336462.526599353,35146.395024463,11724.8811153038,6519.7247141776,20189.8228562722
349,"N3",1044001,1047000,296791.959628911,26074.7760601764,10608.245460094,5715.3016905863,15219.1398698888
350,"N3",1047001,1050000,165710.372602828,24219.4677230718,8432.2270437527,4510.7345591828,14304.7097056436
351,"N1",1050001,1053000,299279.021914438,35295.7498894642,12373.3659454654,7394.8695804808,20622.6474905234
352,"N3",1053001,1056000,249348.662664891,22729.3504648149,10588.5324298855,5931.2717985421,15263.8372059155
353,"N3",1056001,1059000,306296.66343802,39682.9690723369,14476.2232958736,7594.5583308876,22894.5437839866
354,"N1",1059001,1062000,119858.793999348,19346.6367647992,10097.5785314002,6466.4524006566,18110.4707615974
355,"N3",1062001,1065000,280821.944140473,38349.831617621,12108.4529223083,6056.8257872206,19775.2396381153
356,"N1",1065001,1068000,292279.504260844,31589.6942765352,13063.5169796395,6756.2226539839,17221.5391228579
357,"N3",1068001,1071000,348340.805785198,36089.1466255489,12581.8187815103,6450.8954712173,13902.479561346
358,"N1",1071001,1074000,211363.783359412,27227.6108843013,11979.6392432188,6964.4837887273,21707.5444654706
359,"N3",1074001,1077000,294468.463002688,30959.7279573286,11269.4833812969,5807.7153203863,15660.447424911
360,"N3",1077001,1080000,400952.694934854,39228.4686396401,11894.1218683857,6149.9419822868,18736.3710224868
361,"N3",1080001,1083000,501247.273808627,47603.3015202397,14999.2889030829,7396.6640220426,17447.2228902491
362,"N3",1083001,1086000,229538.569609116,28925.0328691513,8567.3221389507,4944.6071880725,13407.3167560329
363,"N3",1086001,1089000,357705.447136514,35953.5740316161,11266.1959501068,5592.9538755122,16875.3224063347
364,"N3",1089001,1092000,323200.691376211,32276.9553897043,8733.0111196277,5229.107691487,11692.8809642469
365,"N3",1092001,1095000,320355.335279887,32001.5736877254,11006.618683751,5803.8458719078,17845.654826563
366,"N1",1095001,1098000,281620.467317514,31094.6908790354,12122.7393906205,6481.6065117254,17071.747515952
367,"N3",1098001,1101000,283392.636515935,28529.2890649167,10873.1205878683,5632.912570138,19522.8721798416
368,"N3",1101001,1104000,304273.062111014,30437.877503478,10509.6592201033,5638.6011781948,14873.7338119575
369,"N1",1104001,1107000,190017.324531595,21659.5282275088,9586.451175769,5973.2445112779,18601.412024902
370,"N3",1107001,1110000,154617.033971064,20447.3985021493,7801.4591627605,4349.2694714098,9652.2180224536
371,"N1",1110001,1113000,256652.166154663,25965.5565949276,7243.4686174368,4328.1309235641,9405.2701849934
372,"N3",1113001,1116000,386727.703287552,32671.0365097419,10458.8586114804,5425.3064696912,12121.276830335
373,"N3",1116001,1119000,171775.101388235,25290.5073994786,9377.9565163025,5385.4753419399,16029.4346167545
374,"N3",1119001,1122000,238899.415443639,24912.3673684045,8432.1623199957,4618.45232243,13190.5120404857
375,"N3",1122001,1125000,257489.908895751,25418.9006324706,8181.3044274312,5067.3988668742,13845.7030827947
376,"N3",1125001,1128000,304063.886996196,27749.107836459,10222.7484766126,5611.8015380136,21945.3030755222
377,"N3",1128001,1131000,322799.719903748,28418.6919526271,8947.2685774023,4525.5321936245,14305.4352556716
378,"N3",1131001,1134000,263936.122323046,40502.2393525755,11925.5437009867,5886.934100435,15546.9877293479
379,"N3",1134001,1137000,277951.198689821,40469.1107518918,14475.0441191231,7392.4544292602,20406.5728389498
380,"N3",1137001,1140000,332430.606205218,31139.6272667831,12094.6368845016,6968.4611725236,19693.1456671719
381,"N3",1140001,1143000,375390.497907534,22181.5414289159,8402.0970325837,5746.5055285214,18872.434685974
382,"N3",1143001,1146000,246742.137523745,24197.6351443367,10584.5494642612,5391.3054661552,14515.841372485
383,"N3",1146001,1149000,480856.413323369,41852.3981369399,14500.8515139342,8205.0699014241,25935.2099576603
384,"N3",1149001,1152000,496680.729720741,39933.2536210281,16731.9977557834,6976.6963458382,28087.6957548815
385,"N3",1152001,1155000,374484.674615737,26636.5842542787,13625.8187754468,6486.797801605,20359.6802782318
386,"N3",1155001,1158000,377287.047802611,22032.6827415561,10966.0545673612,4546.8171355175,14404.2124528049
387,"N3",1158001,1161000,481869.447782766,43559.5897588241,10050.5396970131,4715.3787143033,12542.0679101343
388,"N3",1161001,1164000,625100.69822553,46207.5143394887,13389.277723638,6453.8469787741,15854.9934961792
389,"N3",1164001,1167000,544001.23358365,36549.8728833006,11521.4350077973,6803.1300767327,15913.4159623406
390,"N1",1167001,1170000,211062.406093702,25760.6712368996,10610.2010535263,7049.1874548854,22390.4975560469
391,"N3",1170001,1173000,262879.885721307,34037.4162619346,12016.8587686649,5637.481167364,17888.6580739157
392,"N1",1173001,1176000,219507.53250269,32772.0701009732,10146.0798983991,6596.717518252,15025.8421689832
393,"N3",1176001,1179000,402180.607973944,39006.5281074702,11703.2253773089,7106.0936708,15929.7454158259
394,"N3",1179001,1182000,291228.81520607,26987.3648258547,10054.5871401321,4999.6560694802,13415.4971828139
395,"N3",1182001,1185000,259784.812123536,24468.7897475302,10415.7057037164,4782.5384876524,13687.1860577054
396,"N3",1185001,1188000,311474.288064245,26329.5425563353,9500.9318541883,5217.095780045,12273.7237870942
397,"N1",1188001,1191000,238898.372259705,22336.2670829728,7489.2817608759,3798.3865627829,12167.2135898196
398,"N3",1191001,1194000,74038.8009874255,16694.4702441183,4174.3360364385,2370.5491493329,5731.8107104603
399,"N3",1194001,1197000,76799.3185266692,12982.2625148845,6329.528153524,3296.3874850949,7051.9750123837
400,"N1",1197001,1200000,414376.669713203,27676.1936829908,11285.7829211797,5777.7617351635,15264.6342071586
401,"N3",1200001,1203000,309096.087133091,38303.0739336989,13556.065703903,7246.0488458978,23674.1713836464
402,"N3",1203001,1206000,169292.356529057,26106.9498366928,9836.5834216328,4599.0144570228,10313.9832357123
403,"N3",1206001,1209000,148682.384881566,24481.2954359529,9173.2472278844,3790.5107732425,9727.2901059035
404,"N3",1209001,1212000,177920.034672528,18379.0613738258,9882.2394145042,4654.7554279935,10802.3221268363
405,"N3",1212001,1215000,117974.831417773,25094.155743304,7215.9227650733,3828.8238951128,11477.7433405791
406,"N3",1215001,1218000,260808.742965504,34167.7570814568,9129.3119301095,3544.9602474917,9460.0554429666
407,"N3",1218001,1221000,130369.435431968,20976.660012235,7589.1163941341,3255.9923140768,8567.3796650136
408,"N3",1221001,1224000,289070.28953834,25634.7380742031,8532.7161384028,3703.4570376148,12311.2217335231
409,"N3",1224001,1227000,263698.264643018,30998.1124393197,9307.5641874735,4320.6228585913,12203.7474621653
410,"N1",1227001,1230000,168619.077920689,26150.8408583232,9124.6824378981,4348.3996645409,9935.5365060982
411,"N3",1230001,1233000,119040.147279793,24024.6238625738,7291.0872358587,3676.2206741028,10305.9131306263
412,"N3",1233001,1236000,186809.650099489,35070.4412862232,9338.1806996135,3391.0760257036,9077.0445330464
413,"N3",1236001,1239000,66942.1584193684,23420.5026505377,7348.4138533679,3940.3869226691,9703.3994246158
414,"N3",1239001,1242000,305162.887608066,29965.0547302286,9777.5722837005,4629.0209884529,13769.3394602988
415,"N3",1242001,1245000,306235.764593603,29864.8579725761,8345.8002663127,4464.6713934246,11059.7457381469
416,"N3",1245001,1248000,332051.410057451,29425.4725598677,13920.5264422728,6469.1636619092,21498.7412777465
417,"N3",1248001,1251000,149277.5680136,26404.3665354304,8773.1938468577,3420.030888953,10410.0265367414
418,"N3",1251001,1254000,162546.60598723,38008.7309072497,8450.7934281807,4038.0230407541,12849.2839883366
419,"N3",1254001,1257000,190920.277000851,31878.0407277431,7935.3314529201,4331.8019461855,10228.2202180817
420,"N3",1257001,1260000,134349.513920713,23193.4601881297,9242.5216243003,3337.6805204614,10224.8127759342
421,"N3",1260001,1263000,81176.423362124,19865.3611781044,7872.2888480307,3140.420472886,8929.532152313
422,"N3",1263001,1266000,199718.465414015,20797.9199605984,8382.2925987016,4102.5659043112,13531.376614225
423,"N3",1266001,1269000,279322.290345262,61235.2482795041,10063.6797423406,4633.808809146,14770.4591555687
424,"N3",1269001,1272000,297342.68399205,47823.6128250689,11101.9013405024,3976.0620743787,13355.1627572098
425,"N3",1272001,1275000,345961.994826591,32758.1330460128,10001.6426007137,5809.1233756907,17701.0790436892
